preparations	standard	vetted
PARTIAL SKEL, WING, DNA	DNA | partial skeleton | wing	1
PARTIAL SKEL/BACULUM	baculum | partial skeleton	1
PARTIAL SKEL/WING	partial skeleton | wing	1
PARTIAL SKELETON	partial skeleton	1
PARTIAL SKELETON - 1	partial skeleton - 1	1
PARTIAL SKELETON (DRY)	partial skeleton	1
PARTIAL SKELETON (LACKS ANT. F	partial skeleton	1
PARTIAL SKELETON AND FLUID HEAD	partial skeleton | fluid head	1
PARTIAL SKELETON AND FLUID HEAD AND TAIL	partial skeleton | fluid head | fluid tail	1
PARTIAL SKELETON AND FLUID SKIN	partial skeleton | fluid skin	1
PARTIAL SKELETON AND SHELL AND GONADS IN FLUID	partial skeleton | fluid shell | fluid gonads	1
PARTIAL SKELETON AND SOFT PARTS IN FLUID	partial skeleton | fluid soft parts	1
PARTIAL SKELETON CARAPACE (DRY)	carapace | partial skeleton	1
PARTIAL SKELETON FOR DISPLAY	partial skeleton (display)	1
PARTIAL SKELETON ONLY	partial skeleton	1
PARTIAL SKELETON SHELL (DRY)	shell | partial skeleton	1
PARTIAL SKELETON, FEATHERS	partial skeleton | feathers	1
PARTIAL SKELETON, PORTIONS OF CARAPACE	partial skeleton | partial carapace	1
PARTIAL SKELETON, SKIN	partial skeleton | skin	1
PARTIAL SKELETON, SKIN, TISSUE	partial skeleton | skin | tissue	1
PARTIAL SKELETON, SKIN, TISSUE, WING	partial skeleton | skin | tissue | wing	1
PARTIAL SKELETON, TAIL, TISSUE, WING	partial skeleton | tail | tissue | wing	1
PARTIAL SKELETON, TAIL, WING	partial skeleton | tail | wing	1
PARTIAL SKELETON, TISSUE	partial skeleton | tissue	1
PARTIAL SKELETON, TISSUE, WING	partial skeleton | tissue | wing	1
PARTIAL SKELETON, WING	partial skeleton | wing	1
PARTIAL SKELETON, WING, DNA	DNA | partial skeleton | wing	1
PARTIAL SKELETON, WING, TISSUE	partial skeleton | wing | tissue	1
PARTIAL SKELETON; FLAT SKIN	partial skeleton | flat skin	1
PARTIAL SKELETON; TAIL	partial skeleton | tail	1
PARTIAL SKELETON; TAIL; TISSUE; WING	partial skeleton | tail | tissue | wing	1
PARTIAL SKELETON; TISSUE; FLAT SKIN	partial skeleton | flat skin | tissue	1
PARTIAL SKELETON; WING	partial skeleton | wing	1
PARTIAL SKIN	partial skin	1
PARTIAL SKIN/SKEL	skeleton | partial skin	1
PARTIAL SKULL	partial skull	1
PARTIAL SKULL & MANDIBLE	partial skull | mandible	1
PARTIAL SKULL (DRY)	partial skull	1
PARTIAL SKULL ONLY	partial skull	1
PARTIAL SKULL ONLY (DRY)	partial skull	1
PARTIAL SKULL VERTEBRAE (DRY)	partial skull | vertebrae	1
PARTIAL WING	partial wing	1
PARTIAL: SKULL AND TAIL ONLY	skull | tail	1
PARTIAL: SKULL AND TAIL ONLY, TISSUE	skull | tail | tissue	1
PAW ONLY	paw	1
PB	pb	1
PECTORAL GIRDLE (DRY)	pectoral girdle	1
PECTORAL GIRDLE (MICROSLIDE)	pectoral girdle (microslide)	1
PECTORAL GIRDLE (MICROSLIDES)	pectoral girdle (microslides)	1
PECTORAL REGION (MICROSLIDES)	pectoral region (microslides)	1
PELT	pelt	1
PELT/SKEL	pelt | skeleton	1
PELT/SKELETON	pelt | skeleton	1
PELT/SKULL	pelt | skull	1
PELVIS & VERTEBRA ONLY	pelvis | vertebra	1
PELVIS LEG (DRY)	leg | pelvis	1
PERIOTIC BONE	periotic bone	1
PHOTO VOUCHER	photo voucher	1
PICK UP HORNS	horns	1
PICKLED EMBRYO	pickled embryo	1
PICKLED HEAD, LEG, AND WING, REMAINDER AS SKELETON. DRIED BONELESS WING., TISSUE	pickled head | leg | wing | skeleton | dried boneless wing | tissue	1
PICKLED TRUNK ONLY	pickled trunk	1
PICKLED TRUNK ONLY, TISSUE	pickled trunk | tissue	1
PIEL CON CRÁNEO	skin | skull	1
PIEL DE ESTUDIO	study skin	1
PIEL DE ESTUDIO Y CRÁNEO	study skin | skull	1
PIEL DE ESTUDIO Y CRÁNEO, RIÑON	kidney | study skin | skull	1
PIEL DE ESTUDIO Y CRÁNEO, RIÑÓN Y ALA	kidney | study skin | skull | wing	1
PIEL DE ESTUDIO Y ESQUELETO	skeleton | study skin	1
PIEL DE ESTUDIO Y ESQUELETO, RIÑON	kidney | skeleton | study skin	1
PIEL DE ESTUDIO, ??	study skin	1
PIEL DE ESTUDIO, CRÁNEO	study skin | skull	1
PIEL DE ESTUDIO, CRÁNEO  Y ESQUELETO	skeleton | study skin | skull	1
PIEL DE ESTUDIO, CRÁNEO  Y ESQUELETO, RIÑON, ECTOPARASITO	ectoparasite | kidney | skeleton | study skin | skull	1
PIEL DE ESTUDIO, CRÁNEO Y ESQUELETO	skeleton | study skin | skull	1
PIEL DE ESTUDIO, CRÁNEO Y ESQUELETO, 	skeleton | study skin | skull	1
PIEL DE ESTUDIO, CRÁNEO Y ESQUELETO, RIÑON	kidney | skeleton | study skin | skull	1
PIEL DE ESTUDIO, CRÁNEO Y ESQUELETO, RIÑON Y ALA	kidney | skeleton | study skin | skull | wing	1
PIEL DE ESTUDIO, CRÁNEO Y ESQUELETO, RIÑON, ECTOPARASITO	ectoparasite | kidney | skeleton | study skin | skull	1
PIEL DE ESTUDIO, CRÁNEO Y ESQUELETO, SP 13456	skeleton | study skin | skull	1
PIEL DE ESTUDIO, KLH LYSIS BUFFER	KLH Lysis buffer | study skin	1
PIEL DE ESTUDIO, RIÑON	kidney | study skin	1
PIEL DE ESTUDIO, RIÑÓN	kidney | study skin	1
PIEL DE ESTUDIO, RIÑÓN E HÍGADO	kidney | liver | study skin	1
PIEL DE ESTUDIO, RIÑÓN HIGADO	kidney | liver | study skin	1
PIEL DE ESTUDIO, RIÑON Y ALA	kidney | study skin | wing	1
PIEL DE ESTUDIO, RIÑÓN, ALA	kidney | study skin | wing	1
PIEL DE ESTUDIO, RIÑON, HIGADO Y ESQUELETO	kidney | liver | skeleton | study skin	1
PIEL DE ESTUDIO,AK398, CRÁNEO Y ESQUELETO	skeleton | study skin | skull	1
PIEL Y CRÁNEO	skin | skull	1
PIEL Y CRÁNEO, AK 25023	skin | skull	1
PIEL Y CRÁNEO, AK 25024	skin | skull	1
PIEL Y CRÁNEO, AK 25093	skin | skull	1
PIEL Y CRÁNEO, AK25022	skin | skull	1
PIEL, CRÁNEO Y ESQUELETO	skeleton | skin | skull	1
PIEL, LÍQUIDO, CRÁNEO Y ESQUELETO	fluid | skeleton | skin | skull	1
PLASTIC	plastic	1
PLASTIC GI	plastic gastro-intestinal tract	1
PLASTIC GI TRACT	plastic gastro-intestinal tract	1
PLASTIC, SKEL FOR MOUNT	plastic | skeleton for mount	1
PLASTRON (DRY)	plastron	1
PN	partial skeleton | round skin	1
PN | TISSUE	partial skeleton | round skin | tissue	1
PORT. DENTARIES O.	partial dentaries	1
PORT. DENTARY O.	partial dentary	1
PORT. SKULL & SKIN	partial skull | skin	1
PORTION 1 LEG ONLY	partial leg	1
POST CRANIAL BODY (DRY)	post-cranial carcass	1
POSTCRANIAL (DRY)	post-cranial	1
POSTCRANIAL SKELETON (DRY)	post-cranial skeleton	1
POSTERIOR HALF OF SHELL + (DRY)	posterior half of shell	1
POSTERIOR SKULL WITH ANTLERS	posterior skull with antlers	1
POSTERIOR SKULL, PORTION R MAXILLA, METATARSAL, METACARPAL, SCAPULA, PAIR INNOMINATA, ULNA, RADIUS, HUMERUS, FEMUR, TIBIA, CALCANEUM, SACRUM, CERVICAL VERTEBRA.	posterior skull | portion R maxilla | metatarsal | metacarpal | scapula | pair innominata | ulna | radius | humerus | femur | tibia | calcaneum | sacrum | cervical vertebra	1
PREANAL VERTEBRAE (DRY)	preanal vertebrae	1
PRESERVATION: 0STEO	osteo	1
PRESERVATION: 1 C&S	cleared and stained	1
PRESERVATION: 1 ETOH, 2 C&S	alcohol | cleared and stained	1
PRESERVATION: 1 OF 2 C&S	cleared and stained	1
PRESERVATION: 1 OF 4 C&S	cleared and stained	1
PRESERVATION: 1 STAINED & DISSECT.	stained and dissected	1
PRESERVATION: 1 TO BE C&S	cleared and stained	1
PRESERVATION: 10 C&S	cleared and stained	1
PRESERVATION: 16 ETOH, 1 C&S	alcohol | cleared and stained	1
PRESERVATION: 19 ETOH + 1 C&S	alcohol | cleared and stained	1
PRESERVATION: 2 C&S	cleared and stained	1
PRESERVATION: 2 C&S + 1 ETOH	alcohol | cleared and stained	1
PRESERVATION: 2 OF 4 C&S	cleared and stained	1
PRESERVATION: 2 OF 8 C&S	cleared and stained	1
PRESERVATION: 2 OSTEO. (SKULLS)	skulls	1
PRESERVATION: 2 SPEC. ARE C&S	cleared and stained	1
PRESERVATION: 3 C&S	cleared and stained	1
PRESERVATION: 3 ETOH, 1 C&S	alcohol | cleared and stained	1
PRESERVATION: 5 C&S	cleared and stained	1
PRESERVATION: 7 C&S	cleared and stained	1
PRESERVATION: 70% ETHANOL	alcohol	1
PRESERVATION: 70% ETOH	alcohol	1
PRESERVATION: 70%ETOH	alcohol	1
PRESERVATION: C & S	cleared and stained	1
PRESERVATION: C & S, OSTEO	cleared and stained | osteo	1
PRESERVATION: C&S	cleared and stained	1
PRESERVATION: C&S, OSTEO	cleared and stained | osteo	1
PRESERVATION: DRIED	dried	1
PRESERVATION: DRIED JAWS	dried jaws	1
PRESERVATION: DRIED WHOLE SPECIMEN	dried whole specimen	1
PRESERVATION: ETOH	alcohol	1
PRESERVATION: ETOH + BOUIN'S SOL.	alcohol | Bouin's solution	1
PRESERVATION: ETOH, C&S	alcohol | cleared and stained	1
PRESERVATION: ETOH, OSTEO	alcohol | osteo	1
PRESERVATION: ETOH, OTOLITHS	alcohol | otoliths	1
PRESERVATION: FORMALIN	formalin	1
PRESERVATION: FOSSIL OTOLITHS	fossil otoliths	1
PRESERVATION: FROZEN	frozen	1
PRESERVATION: ONE C&S	cleared and stained	1
PRESERVATION: OSTEO	osteo	1
PRESERVATION: OSTEO C & S	cleared and stained | osteo	1
PRESERVATION: OSTEO, C & S	cleared and stained | osteo	1
PRESERVATION: OSTEO, C&S	cleared and stained | osteo	1
PRESERVATION: OSTEO, JAW	jaw | osteo	1
PRESERVATION: OSTEO.	osteo	1
PRESERVATION: OTOLITH	otolith	1
PRESERVATION: OTOLITHS	otoliths	1
PRESERVATION: PICRIC ACID	picric acid	1
PRESERVATION: SKIN	skin	1
PRESERVATION: STAINED	stained	1
PRESERVATION: WHOLE  + OTOLITHS	otoliths | whole specimen	1
PRESERVED	preserved	1
PRIMARIES	primaries	1
PROVENTRICULUS & STOMACH	proventriculus | stomach	1
PROXIMAL END OF TIBIA	proximal end of tibia	1
PS	partial skeleton	1
R AND L DENTARIES.	right dentary | left dentary	1
R WING	right wing	1
R5	rectrix 5	1
RATTLE	rattle	1
RATTLE (DRY)	rattle	1
RATTLES	rattles	1
RECORDING, DRY	dry | recording	1
RECORDING, FLUID	fluid | recording	1
RECORDING, FLUID, MICROTECHNIQUE	fluid | microtechnique | recording	1
RECORDING, MICROTECHNIQUE, FLUID	fluid | microtechnique | recording	1
RECORDING, TISSUE, FLUID	fluid | recording | tissue	1
RECTRICES	rectrices	1
RECTRIX	rectrix	1
RECTRIX 5 	rectrix 5	1
RECTRIX 5 ONLY	rectrix 5	1
REMARKS	see remarks	1
REPRODUCTIVE SYSTEM IN FLUID	fluid reproductive system	1
RIGHT ANTLER O.	right antler	1
RIGHT ANTLER ONLY	right antler	1
RIGHT DENTARY O.	right dentary	1
RIGHT DENTARY ONLY	right dentary	1
RIGHT MANDIBLE ONLY	right mandible	1
RIGHT MAXILLARY O.	right maxillary	1
ROUND	round skin	1
ROUND SKIN	round skin	1
ROUND SKIN - 1	round skin - 1	1
ROUND SKIN, PART SKEL, TISS, STOM - 1	partial skeleton | round skin | stomach - 1 | tissue	1
ROUND SKIN, PART SKEL, TISS, STOM, WING - 1	partial skeleton | round skin | stomach | tissue | wing - 1	1
ROUND SKIN, PART SKEL, TISSUE, OVARY - 1	ovary - 1 | partial skeleton | round skin | tissue	1
ROUND SKIN, PART, SKEL, WING - 1	partial skeleton | round skin | wing - 1	1
ROUND SKIN, PARTIAL SKELETON - 1	partial skeleton - 1 | round skin	1
ROUND SKIN, PARTIAL SKELETON, TISSUE - 1	partial skeleton | round skin | tissue - 1	1
ROUND SKIN, PARTIAL SKELETON, TISSUE - 1; ROUND SKIN, PARTIAL SKELETON, TISSUE - 1; ROUND SKIN, PARTIAL SKELETON, TISSUE - 1	partial skeleton | round skin | tissue - 1	1
ROUND SKIN, TISSUE - 1	round skin | tissue - 1	1
ROUND SKIN, WING, PARTIAL SKELETON, TISSUE - 1	round skin | partial skeleton | tissue - 1 | wing	1
ROUND SKIN, WING, TISSUE - 1	round skin | tissue - 1 | wing	1
ROUND SKIN, WING, TISSUE - 1; ROUND SKIN, WING, TISSUE - 1	round skin | tissue - 1 | wing	1
ROUND WING	round skin | wing	1
ROUND WING, TISSUE	round wing | tissue	1
ROUND, TISSUE	round skin | tissue	1
ROUND/EGG SET	egg set | round skin	1
ROUND/NEST	nest | round skin	1
ROUND/PART SKEL	partial skeleton | round skin	1
ROUND/PART SKEL, TISSUE	partial skeleton | round skin | tissue	1
ROUND/SKEL	round skin | skeleton	1
ROUND/SKEL, TISSUE	skeleton | round skin | tissue	1
ROUND/SKEL/WING	round skin | skeleton | wing	1
ROUND/TISSUE	round skin | tissue	1
ROUND/WING	round skin | wing	1
ROUND/WING (CHECK)	round skin | wing	1
ROUND/WING (TEACHING)	round skin | wing	1
ROUND/WING -CHECK	round skin | wing	1
ROUND/WING, TISSUE	round skin | tissue | wing	1
ROUND/WING/EGG	egg | round skin | wing	1
ROUND/WING/EGG, TISSUE	egg | round skin | tissue | wing	1
ROUND/WING/PART SKEL	partial skeleton | round skin | wing	1
ROUND/WING/PART SKEL, TISSUE	partial skeleton | round skin | tissue | wing	1
ROUND/WING/SKEL	skeleton | round skin | wing	1
ROUND/WING/SKEL, TISSUE	skeleton | round skin | tissue | wing	1
S0	skin in alcohol	1
SA	alcoholic carcass	1
SALTED SKIN	wing (salted)	1
SB	body skeleton | skin | skull	1
SCALES (DRY)	scales	1
SCALP	scalp	1
SCALP/SKEL	scalp | skeleton	1
SCALP/SKULL	scalp | skull	1
SCALP/SKULL/ANTLERS	antlers | scalp | skull	1
SCALP/WING	scalp | wing	1
SCALP/WING, TISSUE	scalp | tissue | wing	1
SCAPULA	scapula	1
SCAT		1
SCHMOO	schmoo	1
SCHMOO AND FULL SKELETON	schmoo | full skeleton	1
SCHMOO AND FULL SKELETON, TISSUE	schmoo | full skeleton | tissue	1
SCHMOO AND PARTIAL SKELETON	schmoo | partial skeleton	1
SCHMOO AND SKELETON, TISSUE	schmoo | skeleton | tissue	1
SCHMOO AND SKULL	schmoo | skull	1
SCHMOO, COMPLETE SKELETON, WING, TISSUE - 1	schmoo | complete skeleton | tissue - 1 | wing	1
SCHMOO, FULL SKELETON, AND SPREAD WING	schmoo | full skeleton | spread wing	1
SCHMOO, FULL SKELETON, AND SPREAD WING, TISSUE	schmoo | full skeleton | spread wing | tissue	1
SCHMOO, PARTIAL SKEL, WING - 1	schmoo | partial skeleton | wing - 1	1
SCHMOO, SKEL, WING - 1	schmoo | skeleton | wing - 1	1
SCHMOO, SKELETON, TISSUE - 1	schmoo | skeleton | tissue - 1	1
SCHMOO, TISSUE - 1	schmoo | tissue - 1	1
SELETON, WING, FEATHERS	skeleton | wing | feathers	1
SEM	stub for scanning electron microscope	1
SEVERAL CERVICAL VERTEBRA	cervical vertebrae	1
SH	shell	1
SHED SKIN (DRY)	shed skin	1
SHELL (DRY)	shell	1
SHELL (DRY), TISSUE	shell | tissue	1
SHELL AND FLUID GONADS	shell | fluid gonads	1
SHELL AND FLUID PARTS	shell | fluid parts	1
SHELL AND TWO PRESERVED SKINS	shell | two preserved skins	1
SHELL IN ALCOHOL	shell in alcohol	1
SHELL IN ALCOHOL, OVARIES IN FORMALIN	shell in alcohol | ovaries in formalin	1
SHELL INCOMPLETE PLASTRON (DRY)	shell | incomplete plastron	1
SHELL PLATES (DRY)	shell plates	1
SHELL, SKIN, GONAD	gonad | shell | skin	1
SHELL, SKIN, GONADS	gonads | shell | skin	1
SHELL+GIRDLES+LIMBS+TAIL (DRY)	girdles | limbs | shell | tail	1
SHELL+PARTIAL SKELETON (DRY)	shell | partial skeleton	1
SIGHTING		1
SISL	sisl	1
SK	skull	1
SK +T	skeleton | skin | tissue	1
SK, TISSUE	skull | tissue	1
SKE/WING	skeleton | wing	1
SKEL	skeleton	1
SKEL - 1	skeleton - 1	1
SKEL - 1; FEATHER - 1	skeleton - 1 | feather - 1	1
SKEL - 1; FEATHER - 1; TISSUE - 10	skeleton - 1 | feather - 1 | tissue - 10	1
SKEL - 1; FEATHER - 100	skeleton - 1 | feather - 100	1
SKEL - 1; FEATHER - 6; WINGS_TAIL - 3	skeleton - 1 | feather - 6 | wings_tail - 3	1
SKEL - 1; FLAT_SKIN - 1	skeleton - 1 | flat skin - 1	1
SKEL - 1; FLAT_SKIN - 1; SYRINX - 1	skeleton - 1 | flat skin - 1 | syrinx - 1	1
SKEL - 1; FLUID - 1	skeleton - 1 | fluid - 1	1
SKEL - 1; GENBANK - 1	skeleton - 1 | Genbank - 1	1
SKEL - 1; SKEL - 1; WINGS_TAIL - 1	skeleton - 1 | skeleton - 1 | wings_tail - 1	1
SKEL - 1; SKIN - 1	skeleton - 1 | skin - 1	1
SKEL - 1; SKIN - 1; SKIN/TOE CLIP - 1	skeleton - 1 | skin - 1	1
SKEL - 1; SKIN - 1; SYRINX - 1	skeleton - 1 | skin - 1 | syrinx - 1	1
SKEL - 1; SKIN - 1; SYRINX - 1; TISSUE - 1	skeleton - 1 | skin - 1 | syrinx - 1 | tissue - 1	1
SKEL - 1; SKIN - 1; TISSUE - 1	skeleton - 1 | skin - 1 | tissue - 1	1
SKEL - 1; SKIN - 1; TISSUE - 1; SYRINX - 1	skeleton - 1 | skin - 1 | tissue - 1 | syrinx - 1	1
SKEL - 1; SKIN - 1; TISSUE - 50	skeleton - 1 | skin - 1 | tissue - 50	1
SKEL - 1; SKIN/TOE CLIP - 1	skeleton - 1	1
SKEL - 1; SYRINX - 1	skeleton - 1 | syrinx - 1	1
SKEL - 1; SYRINX - 1; FLAT_SKIN - 1	skeleton - 1 | syrinx - 1 | flat skin - 1	1
SKEL - 1; SYRINX - 1; SKIN - 1; TISSUE - 1	skeleton - 1 | syrinx - 1 | skin - 1 | tissue - 1	1
SKEL - 1; SYRINX - 1; TISSUE - 1	skeleton - 1 | syrinx - 1 | tissue - 1	1
SKEL - 1; SYRINX - 1; TISSUE - 10	skeleton - 1 | syrinx - 1 | tissue - 10	1
SKEL - 1; SYRINX - 1; TISSUE - 30; SKIN - 1	skeleton - 1 | syrinx - 1 | tissue - 30 | skin - 1	1
SKEL - 1; SYRINX - 1; WINGS_TAIL - 1; TISSUE - 1	skeleton - 1 | syrinx - 1 | wings_tail - 1 | tissue - 1	1
SKEL - 1; SYRINX - NULL; TISSUE - 10; SKIN - 1	skeleton - 1 | syrinx - null | tissue - 10 | skin - 1	1
SKEL - 1; THIN SECTION - 1	skeleton - 1 | thin section - 1	1
SKEL - 1; TISSUE - 1	skeleton - 1 | tissue - 1	1
SKEL - 1; TISSUE - 1; FLAT_SKIN - 1	skeleton - 1 | tissue - 1 | flat skin - 1	1
SKEL - 1; TISSUE - 1; FLAT_SKIN - 1; SYRINX - 1	skeleton - 1 | tissue - 1 | flat skin - 1 | syrinx - 1	1
SKEL - 1; TISSUE - 1; GENBANK - 1	skeleton - 1 | tissue - 1 | Genbank - 1	1
SKEL - 1; TISSUE - 1; SKIN - 1	skeleton - 1 | tissue - 1 | skin - 1	1
SKEL - 1; TISSUE - 1; SKIN - 1; FEATHER - 1	skeleton - 1 | tissue - 1 | skin - 1 | feather - 1	1
SKEL - 1; TISSUE - 1; SKIN - 1; SYRINX - 1	skeleton - 1 | tissue - 1 | skin - 1 | syrinx - 1	1
SKEL - 1; TISSUE - 1; SOUND - 1	skeleton - 1 | tissue - 1 | sound - 1	1
SKEL - 1; TISSUE - 1; SYRINX - 1	skeleton - 1 | tissue - 1 | syrinx - 1	1
SKEL - 1; TISSUE - 1; SYRINX - 1; SKIN - 1	skeleton - 1 | tissue - 1 | syrinx - 1 | skin - 1	1
SKEL - 1; TISSUE - 1; SYRINX - 1; WINGS_TAIL - 1	skeleton - 1 | tissue - 1 | syrinx - 1 | wings_tail - 1	1
SKEL - 1; TISSUE - 10	skeleton - 1 | tissue - 10	1
SKEL - 1; TISSUE - 10; SKIN - 1	skeleton - 1 | tissue - 10 | skin - 1	1
SKEL - 1; TISSUE - 25; SKIN - 1	skeleton - 1 | tissue - 25 | skin - 1	1
SKEL - 1; TISSUE - 30	skeleton - 1 | tissue - 30	1
SKEL - 1; TISSUE - 30; WINGS_TAIL - 1	skeleton - 1 | tissue - 30 | wings_tail - 1	1
SKEL - 1; TISSUE - 50	skeleton - 1 | tissue - 50	1
SKEL - 1; TISSUE - 50; FLUID - 1	skeleton - 1 | tissue - 50 | fluid - 1	1
SKEL - 1; TISSUE - 50; SKEL - 1	skeleton - 1 | tissue - 50 | skeleton - 1	1
SKEL - 1; TISSUE - 50; TISSUE - 1	skeleton - 1 | tissue - 50 | tissue - 1	1
SKEL - 1; TISSUE - 50; WINGS_TAIL - 1	skeleton - 1 | tissue - 50 | wings_tail - 1	1
SKEL - 1; TISSUE - NULL	skeleton - 1 | tissue - null	1
SKEL - 1; WINGS_TAIL - 1	skeleton - 1 | wings_tail - 1	1
SKEL - 1; WINGS_TAIL - 1; FLAT_SKIN - 1	skeleton - 1 | wings_tail - 1 | flat skin - 1	1
SKEL - 1; WINGS_TAIL - 1; TISSUE - 1; WINGS_TAIL - 1	skeleton - 1 | wings_tail - 1 | tissue - 1 | wings_tail - 1	1
SKEL - 1; WINGS_TAIL - 1; TISSUE - 50	skeleton - 1 | wings_tail - 1 | tissue - 50	1
SKEL - 12; WINGS_TAIL - 12	skeleton - 12 | wings_tail - 12	1
SKEL - 2	skeleton - 2	1
SKEL - 42	skeleton - 42	1
SKEL - 50	skeleton - 50	1
SKEL - NULL	skeleton - null	1
SKEL - NULL; FEATHER - 1	skeleton - null | feather - 1	1
SKEL - NULL; FLAT_SKIN - 1	skeleton - null | flat skin - 1	1
SKEL (PARTIAL)	partial skeleton	1
SKEL ,FEATHERS	feathers | skeleton	1
SKEL ,FEATHERS ,TISSUE	feathers | skeleton | tissue	1
SKEL ,FEATHERS ,TISSUE ,WING	feathers | skeleton | tissue | wing	1
SKEL ,FEATHERS ,WING	feathers | skeleton | wing	1
SKEL ,FEATHERS ,WING ,TISSUE	feathers | skeleton | tissue | wing	1
SKEL ,SKEL	skeleton	1
SKEL ,SKIN	skeleton | skin	1
SKEL ,SKIN ,SKEL	skeleton | skin	1
SKEL ,SKIN ,TISSUE	skeleton | skin | tissue	1
SKEL ,SKIN ,WING ,TISSUE	skeleton | skin | tissue | wing	1
SKEL ,SLIDE	skeleton | slide	1
SKEL ,TISSUE	skeleton | tissue	1
SKEL ,TISSUE ,FEATHERS	feathers | skeleton | tissue	1
SKEL ,TISSUE ,FEATHERS ,WING	feathers | skeleton | tissue | wing	1
SKEL ,TISSUE ,WING	skeleton | tissue | wing	1
SKEL ,WING	skeleton | wing	1
SKEL ,WING ,FEATHERS	feathers | skeleton | wing	1
SKEL ,WING ,FEATHERS ,TISSUE	feathers | skeleton | tissue | wing	1
SKEL ,WING ,SKEL	skeleton | wing	1
SKEL ,WING ,TISSUE	skeleton | tissue | wing	1
SKEL ,WING ,TISSUE ,FEATHERS	feathers | skeleton | tissue | wing	1
SKEL + TISSUE	skeleton | tissue	1
SKEL CAST - 1	skeleton cast - 1	1
SKEL PARTIAL - 1	skeleton partial - 1	1
SKEL PARTIAL - 1; SKIN - 1	skeleton partial - 1 | skin - 1	1
SKEL PARTIAL - 6	skeleton partial - 6	1
SKEL, 	skeleton	1
SKEL, NO SKULL	skeleton	1
SKEL, PARTIAL	partial skeleton	1
SKEL, TISSUE	skeleton | tissue	1
SKEL, WING AND TAIL	skeleton | tail | wing	1
SKEL/BACULUM	baculum | skeleton	1
SKEL/FOOT	foot | skeleton	1
SKEL/NO SKULL	skeleton	1
SKEL/PART SKIN	partial skin | skeletong	1
SKEL/PELT	pelt | skeleton	1
SKEL/SCALP	scalp | skeleton	1
SKEL/SKIN	skeleton | skin	1
SKEL/TAIL	skeleton | tail	1
SKEL/TWO WINGS	skeleton | wings	1
SKEL/WING	skeleton | wing	1
SKEL/WING, TISSUE	skeleton | tissue | wing	1
SKEL/WING/EGG SET	egg set | skeleton | wing	1
SKEL/WING/FOOT	foot | skeleton | wing	1
SKEL/WING/SYRINX	skeleton | syrinx | wing	1
SKEL/WING/SYRINX, TISSUE	skeleton | syrinx | tissue | wing	1
SKEL/WING/TAIL	skeleton | tail | wing	1
SKEL/WING/TAIL, TISSUE	skeleton | tail | tissue | wing	1
SKEL/WING/TAIL/FOOT	foot | skeleton | tail | wing	1
SKEL/WINGS	skeleton | wings	1
SKEL/WINGS/TAIL	skeleton | tail | wings	1
SKEL; SKIN/TOE CLIP	skel	1
SKEL; SKIN; SKIN/TOE CLIP	skeleton | skin	1
SKEL; TISSUE	skeleton | tissue	1
SKEL; TISSUE; ROUND SKIN	skeleton | round skin | tissue	1
SKEL; TISSUE; SCHMOO	schmoo | skeleton | tissue	1
SKEL; TISSUE; WING	skeleton | tissue | wing	1
SKEL; WING	skeleton | wing	1
SKEL; WINGS_TAIL	skeleton | tail | wings	1
SKEL+ STUDY+WING	skeleton | study skin | wing	1
SKEL+FEATH	skeleton | feathers	1
SKEL+FEATHERS+LEG	leg | skeleton | feathers	1
SKEL+FLAT	flat skin | skeleton	1
SKEL+FLAT+WING	flat skin | skeleton | wing	1
SKEL+HEAD+WING	head | skeleton | wing	1
SKEL+PELT	pelt | skeleton	1
SKEL+RAMPH.	ramphotheca | skeleton	1
SKEL+SCALP	scalp | skeleton	1
SKEL+SCHMOO	schmoo | skeleton	1
SKEL+SCHMOO+ WING	schmoo | skeleton | wing	1
SKEL+SCHMOO+ WING+EGGS	eggs | schmoo | skeleton | wing	1
SKEL+SCHMOO+SPREAD WING	schmoo | skeleton | spread wing	1
SKEL+SCHMOO+WING	schmoo | skeleton | wing	1
SKEL+SPREAD WING	skeleton | spread wing	1
SKEL+STUDY	skeleton | study skin	1
SKEL+STUDY +WING	skeleton | study skin | wing	1
SKEL+STUDY+ WING	skeleton | study skin | wing	1
SKEL+STUDY+SPREAD WING	skeleton | study skin | spread wing	1
SKEL+STUDY+WING	skeleton | study skin | wing	1
SKEL+STUDY+WING+TONGUE	skeleton | study skin | tongue | wing	1
SKEL+TISSUE	skeleton | tissue	1
SKEL+WING	skeleton | wing	1
SKEL+WING+FEATHERS	feathers | skeleton | wing	1
SKEL+WING+TAIL+TISS	skeleton | tail | tissue | wing	1
SKEL+WING+TISSUE	skeleton | tissue | wing	1
SKEL+WINGS	skeleton | wings	1
SKELE, WING, TAIL, FEATHERS	skeleton | wing | tail | feathers	1
SKELETAL	skeleton	1
SKELETON	skeleton	1
SKELETON - 1	skeleton	1
SKELETON - 1; SKELETON - 1	skeleton	1
SKELETON - 2	skeleton	1
SKELETON  2 WINGS & FLATTENED SKIN	skeleton | wings | flat skin	1
SKELETON - 564	skeleton	1
SKELETON  WING & TAIL	skeleton | wing | tail	1
SKELETON & FLIGHT FEATHERS	skeleton | flight feathers	1
SKELETON & REMIGES	skeleton | remiges	1
SKELETON & WING	skeleton | wing	1
SKELETON + WING	skeleton | wing	1
SKELETON AND DRIED SKIN	skeleton | dried skin	1
